watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(8, 17)","(8, 3)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 16)","(7, 3)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 15)","(6, 3)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 14)","(5, 3)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 13)","(5, 4)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 12)","(4, 4)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(9, 12)","(3, 4)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(10, 12)","(2, 4)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(11, 12)","(2, 5)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(12, 12)","(2, 6)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(13, 12)","(2, 7)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(14, 12)","(3, 7)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(15, 12)","(3, 8)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(16, 12)","(3, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(17, 12)","(4, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(18, 12)","(5, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(17, 12)","(6, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(16, 12)","(7, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(15, 12)","(8, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(14, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(13, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(12, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(11, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(10, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(9, 12)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(9, 11)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(9, 10)","(9, 9)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
