watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.32393997575121025, 2: 0.34810119260955574, 3: 0.32795883163923395}"
"(6, 18)","(7, 3)","{1: 0.32544857021163753, 2: 0.35111734943246203, 3: 0.3234340803559004}"
"(5, 18)","(6, 3)","{1: 0.3270248546712704, 2: 0.35436023279497075, 3: 0.3186149125337589}"
"(4, 18)","(5, 3)","{1: 0.3286709896604023, 2: 0.3578575113097166, 3: 0.31347149902988103}"
"(3, 18)","(5, 4)","{1: 0.33038842755087683, 2: 0.36164176060166037, 3: 0.30796981184746286}"
"(2, 18)","(4, 4)","{1: 0.3144204904423102, 2: 0.3846314386564574, 3: 0.30094807090123243}"
"(2, 17)","(3, 4)","{1: 0.3151176460115629, 2: 0.390100952634572, 3: 0.29478140135386516}"
"(2, 16)","(2, 4)","{1: 0.31573961830613834, 2: 0.3961149590222273, 3: 0.2881454226716343}"
"(2, 15)","(2, 5)","{1: 0.31625323115957105, 2: 0.4027640350206635, 3: 0.28098273381976563}"
"(2, 14)","(2, 6)","{1: 0.2971148405123088, 2: 0.4340438636671872, 3: 0.2688412958205039}"
"(2, 13)","(2, 7)","{1: 0.27732011033832893, 2: 0.4675096210178598, 3: 0.25517026864381115}"
"(2, 12)","(2, 6)","{1: 0.2567643850678181, 2: 0.5033026556869973, 3: 0.23993295924518457}"
"(3, 12)","(3, 6)","{1: 0.28189829880718875, 2: 0.4653763699076824, 3: 0.2527253312851287}"
"(4, 12)","(4, 6)","{1: 0.2624593788463076, 2: 0.48809038305715347, 3: 0.249450238096539}"
"(5, 12)","(5, 6)","{1: 0.23912652490735298, 2: 0.5150358855433144, 3: 0.24583758954933274}"
"(6, 12)","(6, 6)","{1: 0.21627371995578928, 2: 0.5436316931906371, 3: 0.24009458685357363}"
"(7, 12)","(6, 5)","{1: 0.1937663592924495, 2: 0.5742839853589236, 3: 0.23194965534862697}"
"(8, 12)","(6, 4)","{1: 0.21633712128645244, 2: 0.5279789948567691, 3: 0.2556838838567785}"
"(9, 12)","(6, 3)","{1: 0.2374218689630464, 2: 0.48580460406898773, 3: 0.2767735269679659}"
"(9, 11)","(7, 3)","{1: 0.25727377086931386, 2: 0.4472286805858414, 3: 0.2954975485448448}"
"(9, 10)","(8, 3)","{1: 0.23460871778730855, 2: 0.472334713038313, 3: 0.29305656917437856}"
"(9, 10)","(9, 3)","{1: 0.2124831855685503, 2: 0.4992540159410287, 3: 0.288262798490421}"
"(9, 10)","(10, 3)","{1: 0.1907575091353739, 2: 0.528476828365986, 3: 0.2807656624986401}"
"(9, 10)","(10, 2)","{1: 0.19040787894127265, 2: 0.5057755107792642, 3: 0.30381661027946316}"
"(9, 10)","(11, 2)","{1: 0.20721708953232135, 2: 0.46316754537176474, 3: 0.32961536509591394}"
"(9, 10)","(12, 2)","{1: 0.20980043767653148, 2: 0.4284875577769215, 3: 0.361712004546547}"
"(9, 10)","(13, 2)","{1: 0.2101910308327875, 2: 0.3965989693254175, 3: 0.39320999984179505}"
"(9, 10)","(14, 2)","{1: 0.20871229791871448, 2: 0.3670494836248036, 3: 0.4242382184564819}"
"(9, 10)","(15, 2)","{1: 0.20562348174496273, 2: 0.3394849340469652, 3: 0.4548915842080721}"
"(9, 10)","(16, 2)","{1: 0.20113648438933351, 2: 0.31362544417549304, 3: 0.4852380714351735}"
"(9, 10)","(17, 2)","{1: 0.1954280099174736, 2: 0.289248360120397, 3: 0.5153236299621293}"
"(9, 10)","(18, 2)","{1: 0.18721349084065803, 2: 0.27175784892258836, 3: 0.5410286602367536}"
"(9, 10)","(17, 2)","{1: 0.1828044579585553, 2: 0.23643103493355533, 3: 0.5807645071078893}"
"(9, 10)","(16, 2)","{1: 0.17846844098801407, 2: 0.2232629099273385, 3: 0.5982686490846474}"
"(9, 10)","(15, 2)","{1: 0.17519348663372605, 2: 0.20252128919624107, 3: 0.6222852241700328}"
"(9, 10)","(15, 3)","{1: 0.17324704562011844, 2: 0.1851051852011495, 3: 0.6416477691787321}"
"(9, 10)","(14, 3)","{1: 0.16353855876223783, 2: 0.17323269187343168, 3: 0.6632287493643304}"
"(9, 10)","(14, 4)","{1: 0.16129505337678637, 2: 0.15733635775424581, 3: 0.6813685888689679}"
"(9, 10)","(13, 4)","{1: 0.14897099903128283, 2: 0.1438577663118251, 3: 0.707171234656892}"
"(9, 10)","(13, 5)","{1: 0.1449151886926829, 2: 0.1294067490943949, 3: 0.7256780622129222}"
"(9, 10)","(13, 6)","{1: 0.13154586790108405, 2: 0.1167481238012038, 3: 0.7517060082977123}"
"(9, 10)","(13, 7)","{1: 0.11818327027644404, 2: 0.10429333537132825, 3: 0.7775233943522277}"
"(9, 10)","(12, 7)","{1: 0.10483896219918636, 2: 0.09202969756715043, 3: 0.8031313402336632}"
"(9, 10)","(12, 8)","{1: 0.09703140904799637, 2: 0.07946232452561917, 3: 0.8235062664263845}"
"(9, 10)","(12, 9)","{1: 0.08286747901173323, 2: 0.0676968724820318, 3: 0.849435648506235}"
