watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(6, 18)","(7, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(5, 18)","(6, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(4, 18)","(5, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(3, 18)","(5, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 18)","(4, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 17)","(3, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 16)","(2, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 15)","(1, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 14)","(1, 5)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(2, 13)","(1, 6)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(3, 13)","(2, 6)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(3, 12)","(2, 7)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(4, 12)","(3, 7)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(5, 12)","(3, 8)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(6, 12)","(3, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(7, 12)","(4, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(8, 12)","(5, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 12)","(6, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 11)","(7, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(8, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
"(9, 10)","(9, 9)","{1: 0.1373399721566407, 2: 0.6238298944309913, 3: 0.23883013341236792}"
