watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(6, 18)","(7, 3)","{1: 0.3019939628675563, 2: 0.4527351852322605, 3: 0.24527085190018327}"
"(6, 17)","(6, 3)","{1: 0.3101189547313815, 2: 0.46914029980940264, 3: 0.2207407454592158}"
"(6, 16)","(5, 3)","{1: 0.3173954706524643, 2: 0.48427134672171024, 3: 0.19833318262582544}"
"(6, 15)","(5, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 14)","(4, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 13)","(3, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 12)","(2, 4)","{1: 0.32950826213712847, 2: 0.5099779488516862, 3: 0.16051378901118524}"
"(7, 12)","(1, 4)","{1: 0.33450891881235073, 2: 0.5206251670234688, 3: 0.1448659141641804}"
"(8, 12)","(1, 5)","{1: 0.0008234490549237801, 2: 0.9827911516188613, 3: 0.01638539932621482}"
"(9, 12)","(1, 6)","{1: 0.0008234490549237801, 2: 0.9827911516188613, 3: 0.01638539932621482}"
"(10, 12)","(2, 6)","{1: 0.0008234490549237801, 2: 0.9827911516188613, 3: 0.01638539932621482}"
"(11, 12)","(2, 7)","{1: 3.0730510003895695e-06, 2: 0.9898483751776546, 3: 0.01014855177134505}"
"(12, 12)","(3, 7)","{1: 3.0730510003895695e-06, 2: 0.9898483751776546, 3: 0.01014855177134505}"
"(13, 12)","(3, 8)","{1: 8.917301273483612e-09, 2: 0.9951311461482676, 3: 0.004868844934431104}"
"(14, 12)","(3, 9)","{1: 8.917301273483612e-09, 2: 0.9951311461482676, 3: 0.004868844934431104}"
"(15, 12)","(4, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(16, 12)","(5, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(17, 12)","(6, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(18, 12)","(7, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(17, 12)","(8, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(16, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(15, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(14, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(13, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(12, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(11, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(10, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(9, 12)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(9, 11)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
"(9, 10)","(9, 9)","{1: 2.514619935321629e-11, 2: 0.9997288967073666, 3: 0.0002711032674871987}"
