watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(6, 18)","(7, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(5, 18)","(6, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(4, 18)","(5, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(3, 18)","(5, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 18)","(4, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 17)","(3, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 16)","(2, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 15)","(1, 4)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(2, 14)","(1, 5)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(2, 13)","(1, 6)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(3, 13)","(2, 6)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(3, 12)","(2, 7)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(4, 12)","(3, 7)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(5, 12)","(3, 8)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(6, 12)","(3, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(7, 12)","(4, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(8, 12)","(5, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(9, 12)","(6, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(10, 12)","(7, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(11, 12)","(8, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(12, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(13, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(14, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(15, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(16, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(17, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(18, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(17, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(16, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(15, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(14, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(13, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(12, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(11, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(10, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(9, 12)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(9, 11)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
"(9, 10)","(9, 9)","{1: 3.9259754778774696e-13, 2: 0.9999953125670992, 3: 4.687432508336543e-06}"
